filename,overall,text_edit,text_edit_ned,reading_order,reading_order_ned,table_teds,table_teds_s,formula_cdm
eval_split/fail/processed_00_documents_eval/0d2c/c8ea43964a0ed3a1b88740c6181a6eb7170a-1/c8ea43964a0ed3a1b88740c6181a6eb7170a-1.md,0.8343,0.5857,0.4143,0.5857,0.4143,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/10d5/a0a644b0ad85d065e1b6cc8019ac5b79be79-1/a0a644b0ad85d065e1b6cc8019ac5b79be79-1.md,0.3974,0.4934,0.5066,0.4934,0.5066,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/14d0/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-3/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-3.md,0.8423,0.6056,0.3944,0.6056,0.3944,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/15ef/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-3/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-3.md,0.9213,0.8856,0.1144,0.8856,0.1144,1.0,0.8353,1.0
eval_split/fail/processed_00_documents_eval/1606/499074357e6b08801005f35c3198059cd6f5-1/499074357e6b08801005f35c3198059cd6f5-1.md,0.7543,0.3858,0.6142,0.3858,0.6142,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/1727/a93d26ca754b14d70b3c6e6620668ae87add-2/a93d26ca754b14d70b3c6e6620668ae87add-2.md,0.9443,0.8607,0.1393,0.8607,0.1393,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/1727/a93d26ca754b14d70b3c6e6620668ae87add-4/a93d26ca754b14d70b3c6e6620668ae87add-4.md,0.8472,0.6452,0.3548,0.6452,0.3548,0.9728,0.9728,1.0
eval_split/fail/processed_00_documents_eval/1727/a93d26ca754b14d70b3c6e6620668ae87add-6/a93d26ca754b14d70b3c6e6620668ae87add-6.md,0.7685,0.5819,0.4181,0.5819,0.4181,0.8439,0.8348,1.0
eval_split/fail/processed_00_documents_eval/1a0a/087e96361849f3228a35ac1a9cd064c7c345-1/087e96361849f3228a35ac1a9cd064c7c345-1.md,0.3407,0.3517,0.6483,0.3517,0.6483,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/1af2/661ef31d843054c2148cd5294e11e16e7478-11/661ef31d843054c2148cd5294e11e16e7478-11.md,0.7811,0.4528,0.5472,0.4528,0.5472,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/1b8e/a2c7b6086e97e5c80e178b618cad970c5ef7-1/a2c7b6086e97e5c80e178b618cad970c5ef7-1.md,0.878,0.6958,0.3042,0.6958,0.3042,1.0,0.9985,1.0
eval_split/fail/processed_00_documents_eval/1b8e/a2c7b6086e97e5c80e178b618cad970c5ef7-2/a2c7b6086e97e5c80e178b618cad970c5ef7-2.md,0.3861,0.4653,0.5347,0.4653,0.5347,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/207e/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-1/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-1.md,0.9046,0.7615,0.2385,0.7615,0.2385,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/207e/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-2/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-2.md,0.9725,0.9312,0.0688,0.9312,0.0688,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/207e/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-3/5c9f96d0b2bc893b7a8eeffe82d35eec45bf-3.md,0.9127,0.7818,0.2182,0.7818,0.2182,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/2144/76af4c58afaf6b514e493b5ebc37de7ae740-1/76af4c58afaf6b514e493b5ebc37de7ae740-1.md,0.6826,0.2199,0.7801,0.2201,0.7799,1.0,0.9731,1.0
eval_split/fail/processed_00_documents_eval/2144/76af4c58afaf6b514e493b5ebc37de7ae740-2/76af4c58afaf6b514e493b5ebc37de7ae740-2.md,0.2,0.0,2.1181,0.0,2.1181,0.0,0.0,1.0
eval_split/fail/processed_00_documents_eval/2307/999a8e4c977d8537073c93f758949ad9aebd-1/999a8e4c977d8537073c93f758949ad9aebd-1.md,0.6,0.0,2.0358,0.0,2.0358,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/237a/ffd7475df298e4cb3b0e6d8433024d18804b-1/ffd7475df298e4cb3b0e6d8433024d18804b-1.md,0.6065,0.4949,0.5051,0.4949,0.5051,0.5488,0.4937,1.0
eval_split/fail/processed_00_documents_eval/244d/fa2d6b2d14c67ee657861d46ddc23f70159a-3/fa2d6b2d14c67ee657861d46ddc23f70159a-3.md,0.9126,0.7814,0.2186,0.7814,0.2186,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/2b61/25b2540c112810da2be4b4a7b4866ba38e7b-100/25b2540c112810da2be4b4a7b4866ba38e7b-100.md,0.9729,0.9324,0.0676,0.9324,0.0676,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/2c24/8097a0ac5950b54857d2e1131db8c218f2b4-9/8097a0ac5950b54857d2e1131db8c218f2b4-9.md,0.6729,0.1822,0.8178,0.1822,0.8178,1.0,1.0,1.0
eval_split/fail/processed_00_documents_eval/2c7c/85ae8de0456f29639a02f2c64012420f5f7e-3/85ae8de0456f29639a02f2c64012420f5f7e-3.md,0.2239,0.0597,0.9403,0.0597,0.9403,0.0,0.0,1.0
