filename,code_ted,code_ted_distance,code_nodes_pred,code_nodes_gt
average,0.2122,8.1028,13.1111,32.037
code_block/BankApp.java/BankApp.java.md,0.0,7.6429,0.0,107.0
code_block/StudentGradeApp.java/StudentGradeApp.java.md,0.0,10.5,0.0,63.0
code_block/TodoApp.java/TodoApp.java.md,0.0,11.8333,0.0,71.0
code_block/account_book.c/account_book.c.md,0.0,9.0,0.0,63.0
code_block/flashcards.py/flashcards.py.md,0.0,9.2222,0.0,83.0
code_block/image_tool.py/image_tool.py.md,0.0,6.7,0.0,67.0
code_block/log_analyzer.py/log_analyzer.py.md,0.0,7.7143,0.0,54.0
code_block/md_to_html.c/md_to_html.c.md,0.0,7.7143,0.0,54.0
code_block/news_crawler.c/news_crawler.c.md,0.0,10.0,0.0,40.0
code_block/notepad.c/notepad.c.md,0.0,11.5556,0.0,104.0
eval_split/fail/processed_00_documents_eval/01d2/db669daf7d99d762eb952d64d207e27fef79-4/db669daf7d99d762eb952d64d207e27fef79-4.md,0.5,1.5,42.0,28.0
eval_split/fail/processed_00_documents_eval/04b4/edfed83e087cbef4bd1262c408886b04ce7e-2/edfed83e087cbef4bd1262c408886b04ce7e-2.md,0.0,46.0,0.0,46.0
eval_split/fail/processed_00_documents_eval/0727/b0fcb8cb066698f2e2e815f2f3d2b727d45f-1/b0fcb8cb066698f2e2e815f2f3d2b727d45f-1.md,1.0,0.0,45.0,15.0
eval_split/fail/processed_00_documents_eval/07fb/d9477c8bed00f49d631d1fc90d29d1d70c8f-2/d9477c8bed00f49d631d1fc90d29d1d70c8f-2.md,0.0,4.0,0.0,4.0
eval_split/fail/processed_00_documents_eval/081f/70c4bbf2e4aeecf752051b7569e19f47d62e-5/70c4bbf2e4aeecf752051b7569e19f47d62e-5.md,0.0,2.0,0.0,50.0
eval_split/fail/processed_00_documents_eval/0a29/c89f314b8bdc504d35270d7c3d021a692bab-97/c89f314b8bdc504d35270d7c3d021a692bab-97.md,0.0,10.0,0.0,20.0
eval_split/fail/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-4/277a4d753f9de0d8a9155e6d13ad749ea05d-4.md,0.9018,0.7857,169.0,110.0
eval_split/fail/processed_00_documents_eval/10d5/a0a644b0ad85d065e1b6cc8019ac5b79be79-1/a0a644b0ad85d065e1b6cc8019ac5b79be79-1.md,0.0,2.0,0.0,6.0
eval_split/fail/processed_00_documents_eval/1a0a/087e96361849f3228a35ac1a9cd064c7c345-1/087e96361849f3228a35ac1a9cd064c7c345-1.md,0.0,2.0,0.0,4.0
eval_split/fail/processed_00_documents_eval/2144/76af4c58afaf6b514e493b5ebc37de7ae740-1/76af4c58afaf6b514e493b5ebc37de7ae740-1.md,0.0,64.5,0.0,129.0
eval_split/fail/processed_00_documents_eval/2144/76af4c58afaf6b514e493b5ebc37de7ae740-2/76af4c58afaf6b514e493b5ebc37de7ae740-2.md,0.0,2.7692,0.0,72.0
eval_split/fail/processed_00_documents_eval/237a/ffd7475df298e4cb3b0e6d8433024d18804b-1/ffd7475df298e4cb3b0e6d8433024d18804b-1.md,0.1429,6.0,3.0,7.0
eval_split/fail/processed_00_documents_eval/2c7c/85ae8de0456f29639a02f2c64012420f5f7e-3/85ae8de0456f29639a02f2c64012420f5f7e-3.md,0.0,2.0,0.0,26.0
eval_split/fail/processed_00_documents_eval/2ee0/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-3/d04bc71abd5f92c6e3bf1d72ba3f04b9dddb-3.md,0.0,108.0,0.0,108.0
eval_split/fail/processed_00_documents_eval/3bbd/6227ebe0bae31f5b7d7d44801064c13e7b1f-1/6227ebe0bae31f5b7d7d44801064c13e7b1f-1.md,1.0,0.0,9.0,9.0
eval_split/fail/processed_00_documents_eval/3c1b/cfb3c555afe824df9292b45b1dca2beee901-60/cfb3c555afe824df9292b45b1dca2beee901-60.md,0.7143,2.0,10.0,14.0
eval_split/fail/processed_00_documents_eval/44ae/79fa32bef66c0ec1cc772584e6a2cdc3382c-2/79fa32bef66c0ec1cc772584e6a2cdc3382c-2.md,0.0,3.0,0.0,15.0
eval_split/fail/processed_00_documents_eval/44ce/8277cbee9471d1bbd7894ea026f03a6f93f1-15/8277cbee9471d1bbd7894ea026f03a6f93f1-15.md,0.25,3.0,24.0,1.0
eval_split/fail/processed_00_documents_eval/4634/4f8d74b00a2ec1599b21f9de5c1e87ac60d7-1/4f8d74b00a2ec1599b21f9de5c1e87ac60d7-1.md,0.4727,24.5,80.0,65.0
eval_split/fail/processed_00_documents_eval/481a/4f3b6d61ecf5670250c49ca8137aa1748ae0-18/4f3b6d61ecf5670250c49ca8137aa1748ae0-18.md,0.72,1.0,14.0,15.0
eval_split/fail/processed_00_documents_eval/4c7c/44ceb12d4eeb6d4922de85dcf4b0f54e6879-4/44ceb12d4eeb6d4922de85dcf4b0f54e6879-4.md,0.0,2.0,0.0,24.0
eval_split/fail/processed_00_documents_eval/4de1/bbaf48e5ba34104ba35b30580072dc4504a1-1/bbaf48e5ba34104ba35b30580072dc4504a1-1.md,0.0,1.6667,0.0,5.0
eval_split/fail/processed_00_documents_eval/52b6/a22e645fc7d6b8845d9b5bd45539fe0606de-1/a22e645fc7d6b8845d9b5bd45539fe0606de-1.md,0.0,2.0,0.0,2.0
eval_split/fail/processed_00_documents_eval/5814/d65c0b0948220abc02fb6714865e628ceb70-3/d65c0b0948220abc02fb6714865e628ceb70-3.md,0.3333,2.0,21.0,1.0
eval_split/fail/processed_00_documents_eval/5860/e964d37b5992dcfc2255bfe9e3a054cab430-1/e964d37b5992dcfc2255bfe9e3a054cab430-1.md,0.5,1.5,6.0,6.0
eval_split/succes/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-1/277a4d753f9de0d8a9155e6d13ad749ea05d-1.md,0.3333,2.0,6.0,1.0
eval_split/succes/processed_00_documents_eval/14d0/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-2/4b04fcc1cdfa5f3fb92a85740e8ff3f1f851-2.md,0.0,2.0,0.0,30.0
eval_split/succes/processed_00_documents_eval/15ef/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-1/bea14f61ed341c3bcc1b7ef4e1ae3b22664b-1.md,1.0,0.0,20.0,20.0
eval_split/succes/processed_00_documents_eval/19e0/782bf72ebc90516e87030ef592549551f151-1/782bf72ebc90516e87030ef592549551f151-1.md,1.0,0.0,12.0,12.0
eval_split/succes/processed_00_documents_eval/22d6/4b9b312f8e52a78068c20288594c2ab007d4-1/4b9b312f8e52a78068c20288594c2ab007d4-1.md,0.6852,0.9444,54.0,54.0
eval_split/succes/processed_00_documents_eval/26e2/b564122a172b801ef5f2ca26653664119060-1/b564122a172b801ef5f2ca26653664119060-1.md,0.2167,5.75,9.0,24.0
eval_split/succes/processed_00_documents_eval/2940/abcc48baf13c999078b52fb5d4a77d776f31-1/abcc48baf13c999078b52fb5d4a77d776f31-1.md,0.0,1.0,0.0,1.0
eval_split/succes/processed_00_documents_eval/3c1b/cfb3c555afe824df9292b45b1dca2beee901-24/cfb3c555afe824df9292b45b1dca2beee901-24.md,0.0,1.0,0.0,1.0
eval_split/succes/processed_00_documents_eval/4937/f74110c639ef6528765961ace71a004862e1-1/f74110c639ef6528765961ace71a004862e1-1.md,0.0,1.0,0.0,1.0
eval_split/succes/processed_00_documents_eval/4d6a/c0d97c47a9e33f54ce863869b9e8c4bed430-19/c0d97c47a9e33f54ce863869b9e8c4bed430-19.md,0.0,1.0,0.0,1.0
graphic/alpha_calc_intro/alpha_calc_intro.md,0.0,2.25,0.0,9.0
graphic/exp1/exp1.md,0.1667,5.0,36.0,12.0
graphic/report/report.md,0.0,8.0,0.0,8.0
graphic/text_in_fig2/text_in_fig2.md,0.0,3.0,0.0,3.0
