filename,reading_order,reading_order_ned
eval_split/fail/processed_00_documents_eval/3a3a/23d996db52315a6336a33c6ba65654c442c0-1/23d996db52315a6336a33c6ba65654c442c0-1.md,0.7816,0.2184
eval_split/fail/processed_00_documents_eval/3a42/63029df5d1216ad16c77c7c3543489656828-12/63029df5d1216ad16c77c7c3543489656828-12.md,0.6128,0.3872
eval_split/fail/processed_00_documents_eval/3bbd/6227ebe0bae31f5b7d7d44801064c13e7b1f-1/6227ebe0bae31f5b7d7d44801064c13e7b1f-1.md,0.7237,0.2763
eval_split/fail/processed_00_documents_eval/3c1b/cfb3c555afe824df9292b45b1dca2beee901-60/cfb3c555afe824df9292b45b1dca2beee901-60.md,0.7629,0.2371
eval_split/fail/processed_00_documents_eval/3f6b/3e6102395160432aa23e09871d01a422d8b7-1/3e6102395160432aa23e09871d01a422d8b7-1.md,0.8677,0.1323
eval_split/fail/processed_00_documents_eval/3ff4/1131857095bd2034fa309e0ce8dcf8d7a87c-2/1131857095bd2034fa309e0ce8dcf8d7a87c-2.md,0.4623,0.5377
eval_split/fail/processed_00_documents_eval/41d0/904b50eb3f4b12c6c6f03006002379292390-122/904b50eb3f4b12c6c6f03006002379292390-122.md,0.8603,0.1397
eval_split/fail/processed_00_documents_eval/41d0/904b50eb3f4b12c6c6f03006002379292390-157/904b50eb3f4b12c6c6f03006002379292390-157.md,0.7165,0.2835
eval_split/fail/processed_00_documents_eval/43ba/b1d886a2b8e5371b39e1e18d9a044ed52bbd-7/b1d886a2b8e5371b39e1e18d9a044ed52bbd-7.md,0.6863,0.3137
eval_split/fail/processed_00_documents_eval/44ae/79fa32bef66c0ec1cc772584e6a2cdc3382c-2/79fa32bef66c0ec1cc772584e6a2cdc3382c-2.md,0.9173,0.0827
eval_split/fail/processed_00_documents_eval/44ce/8277cbee9471d1bbd7894ea026f03a6f93f1-15/8277cbee9471d1bbd7894ea026f03a6f93f1-15.md,0.7078,0.2922
