filename,overall,text_edit,text_edit_ned,reading_order,reading_order_ned,table_teds,table_teds_s,formula_cdm
eval_split/succes/processed_00_documents_eval/050f/87a50797de9b4e4f1ae18a0c23227a5d4891-3/87a50797de9b4e4f1ae18a0c23227a5d4891-3.md,0.8788,0.7007,0.2993,0.6934,0.3066,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/061d/ad0ccb6efb83bb8b2584546e86354a7d2e59-32/ad0ccb6efb83bb8b2584546e86354a7d2e59-32.md,0.9055,0.765,0.235,0.7623,0.2377,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0769/e8a70d8273b42da3a15bc0f0f018413ff2bd-4/e8a70d8273b42da3a15bc0f0f018413ff2bd-4.md,0.9022,0.7555,0.2445,0.7555,0.2445,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0769/e8a70d8273b42da3a15bc0f0f018413ff2bd-5/e8a70d8273b42da3a15bc0f0f018413ff2bd-5.md,0.8528,0.6321,0.3679,0.6321,0.3679,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/081f/70c4bbf2e4aeecf752051b7569e19f47d62e-4/70c4bbf2e4aeecf752051b7569e19f47d62e-4.md,0.9682,0.9206,0.0794,0.9206,0.0794,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-1/277a4d753f9de0d8a9155e6d13ad749ea05d-1.md,0.9046,0.7616,0.2384,0.7616,0.2384,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0c45/277a4d753f9de0d8a9155e6d13ad749ea05d-3/277a4d753f9de0d8a9155e6d13ad749ea05d-3.md,0.7863,0.4658,0.5342,0.4658,0.5342,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0c8f/431e55703d66d313eca3a42c6307951a81d8-85/431e55703d66d313eca3a42c6307951a81d8-85.md,0.9585,0.8963,0.1037,0.8963,0.1037,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0d16/b4ef03a883ba0bed6ca9021684335baabb2a-7/b4ef03a883ba0bed6ca9021684335baabb2a-7.md,0.9111,0.7778,0.2222,0.7778,0.2222,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/0f87/a4d5fccd22674061b88cd74414200e5f51c0-111/a4d5fccd22674061b88cd74414200e5f51c0-111.md,0.9346,0.8379,0.1621,0.835,0.165,1.0,1.0,1.0
eval_split/succes/processed_00_documents_eval/1121/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-12/bab8f0f7ae7c09f6f6673d363a862c6a3cc1-12.md,0.9203,0.8006,0.1994,0.8006,0.1994,1.0,1.0,1.0
