filename,code_ted,code_ted_distance,code_nodes_pred,code_nodes_gt
eval_split/succes/processed_00_documents_eval/3c1b/cfb3c555afe824df9292b45b1dca2beee901-24/cfb3c555afe824df9292b45b1dca2beee901-24.md,0.0588,16.0,17.0,1.0
eval_split/succes/processed_00_documents_eval/4937/f74110c639ef6528765961ace71a004862e1-1/f74110c639ef6528765961ace71a004862e1-1.md,0.0345,28.0,29.0,1.0
eval_split/succes/processed_00_documents_eval/4d6a/c0d97c47a9e33f54ce863869b9e8c4bed430-19/c0d97c47a9e33f54ce863869b9e8c4bed430-19.md,0.0526,18.0,19.0,1.0
graphic/alpha_calc_intro/alpha_calc_intro.md,0.0071,10.0,35.0,9.0
graphic/exp1/exp1.md,0.0021,14.5,78.0,12.0
graphic/report/report.md,0.125,7.0,3.0,8.0
graphic/text_in_fig2/text_in_fig2.md,0.0769,12.0,13.0,3.0
graphic/text_in_figure/text_in_figure.md,0.0312,3.75,8.0,11.0
multicolumn/3cols/3cols.md,0.0125,20.5,40.0,4.0
multicolumn/529c0e36ceb9881d6f2fbf9e86f8f3d99553-7/529c0e36ceb9881d6f2fbf9e86f8f3d99553-7.md,0.0213,46.0,47.0,3.0
multicolumn/ct-put-2024-03-05-02-49-07-a0f4d6b6-e021-4b4d-af5e-ce5143f175b3-16/ct-put-2024-03-05-02-49-07-a0f4d6b6-e021-4b4d-af5e-ce5143f175b3-16.md,0.0,2.0,0.0,2.0
multicolumn/exp1/exp1.md,0.0145,21.6667,23.0,45.0
